20,0.1409
20,0.7157
40,0.6716
40,0.7123
40,0.5609
60,0.482
60,0.7289
60,0.4925
80,0.6039
80,0.6157
80,0.7281
100,0.5015
100,0.6617
100,0.4145
120,0.7234
120,0.5783
120,0.6181
140,0.6727
140,0.5776
140,0.5667
