1,1.296735356632115,2.4125737399942286,3.5483852281908796,4.511466794105407,5.254855675662782,5.768638413595331,6.062347984430432,6.176170322366673,6.109013253066471,5.868889363957468,5.550169073878189,5.215523919773853,4.81907341246982,4.327139930878903,3.788472083081374,3.2635164074196443,2.7996094801845373,2.4128318900342904,2.0578816626492458,1.7208788729934408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.5200371563956372,1.5485224990289006,1.776401777782675,2.1267078684110947,2.4900827952937625,2.8058984175506083,3.0506673195025376,3.2100743601031043,3.303182513287776,3.3271813494160956,3.294705045320292,3.2192897153187623,3.074281611007725,2.865030993234267,2.6296129228827123,2.4087743230214684,2.222280352939991,2.068420899961795,1.9193929011669213,1.7678155647652556,1.6377202180447252,1.491935997726166,1.3219211476468524,1.139273599633914,0.9193196233902791,0.6804900577689702,0.4600992611545142,0.25794840611291375,0.06601727271978432,-0.06056851237913731,-0.11201532952640521,-0.14614113679816715,-0.17513453465987042,-0.2082936099542899,-0.25642831628401214,-0.29529342637401973,-0.3093357768380876,-0.3172655335340566,-0.3388047380154907,-0.37770474253168523,-0.412137562378161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.4707350536125008,1.7650279514166929,2.029776641636552,2.2631795910363084,2.4425993294824986,2.6054436081680397,2.7464002268369434,2.8327802353257687,2.896340786936123,2.9732644876019743,3.027927116728589,3.0387714270231103,3.034512145804661,3.0051231713441866,2.948861534963486,2.89271459503983,2.806124220729407,2.6722830628979124,2.5564367936856063,2.4766720413261614,2.3511235441794054,2.131952926039044,1.9135344022415868,1.8168828004834152,1.8221486752353733,1.841765093228088,1.8129167692795045,1.6976450475229348,1.5387021632683782,1.386992723888675,1.2734781007460116,1.2247124293188871,1.210722076928132,1.1986708601170564,1.1663836841572952,1.10061004108667,0.9998614977610719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.9821785870893376,1.3016696346721064,2.008645498551343,2.927663713966726,3.918574362761891,4.829621207115105,5.509184275535866,5.925620107143469,6.1106950010460475,6.098312075583807,5.940818722606904,5.655595887836184,5.24295206662217,4.791678031945206,4.35414430677485,3.890882153502986,3.398083551859502,2.9121086204545827,2.472040013229573,2.073979027271352,1.6702961036672734,1.25190208232528,0.8596858993937133,0.513172218633154,0.2204268646134863,0.020655002267812153,-0.09050483747933356,-0.17052053195580366,-0.2739083578742208,-0.4039116258756752,-0.5345180375474716,-0.6522655559563445,-0.7237627166524562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.277913634704615,1.9250537093736426,2.455919871592913,2.84055511790712,3.1126505869939587,3.3154930166877925,3.4707847576094126,3.5599616848634676,3.549151807842131,3.461986914985167,3.366528871719514,3.2503804977163386,3.0644948000458156,2.8277205687959146,2.595820501706583,2.3701348790992762,2.1238790131255616,1.8793237613089935,1.675100471067861,1.4958724042455995,1.2971280021612874,1.078510151244445,0.8564629920664276,0.6412022733338344,0.457538193863467,0.2926375100873068,0.12469285754945568,-0.006303527821710481,-0.08890183341210121,-0.15299998448567761,-0.218016597140135,-0.2907099060308921,-0.3549651572478339,-0.39307212972119426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.434636180329174,2.509936666251071,3.5968576512544708,4.54513366893851,5.269927373627622,5.752265197546144,6.0094966437953135,6.064282089448113,5.958132108250422,5.696809255318323,5.293253747239056,4.82938113192886,4.368934753594486,3.8919489908883347,3.3805622014280203,2.882024590607844,2.446443181613561,2.065152314531019,1.6712277917867988,1.2869878781159065,0.9811018423532032,0.7201916063286381,0.49058178226215154,0.3155887419668083,0.16307518839219343,-0.008091874803556488,-0.18418078699928944,-0.33923710919014205,-0.47712047224887144,-0.5780242443851664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.3172639001980753,1.647463999706522,1.9507227995538399,2.216540885826276,2.433862068210751,2.606411282358153,2.7460252828002547,2.8583305558600567,2.9393811885239374,2.9836729580348966,2.9734825209819653,2.9238150025338867,2.874139082759439,2.8554372841291973,2.8761617984166428,2.869076400943749,2.7943598374922898,2.6952020788393956,2.5730762386737935,2.4275716019053943,2.305281602891907,2.1949287913822193,2.0983251686453297,2.0604073444621394,2.0249703390812233,1.9057351295412719,1.7192978257880709,1.5483973723402606,1.4015253149410176,1.264579279183487,1.17383414439592,1.1160698907474065,1.0466444761195608,0.9427884207639496,0.8249846551821591,0.7277144700370897,0.6401941390646751,0.5397779513874762,0.46027770253722045,0.434120868906843,0.4102220856546755,0.3676390870867472,0.32685389740107046,0.24630269141351346,0.12574496392140722,0.0374912810493729,-0.005322400543837714,-0.05737786672086266,-0.13383340621116235,-0.21043721086554495,-0.2859241180058051,-0.3607271217478409,-0.4036553025213868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.6334186487901858,1.1439556927472547,1.7563036775808185,2.3401630991330062,2.7811037571175716,3.0725590047416813,3.318316840363327,3.554311196754642,3.684391633561467,3.661487591221266,3.5387420700031886,3.387484328366356,3.258444292273348,3.1324860668737817,2.9822378891960915,2.7990980495505156,2.5552956046187383,2.2682675315766883,1.969234032299496,1.6557218919196168,1.3626060383502563,1.1126347773755956,0.8450775113170671,0.5637511317736432,0.3421657440525868,0.17700159699131088,0.014889188665042723,-0.14815092868849325,-0.27792278567719286,-0.38010091374347527,-0.4515029026612636,-0.4798168595939452,-0.5079957197936095,-0.5586861988769198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.0483886730934655,1.346526829278779,1.5848332023764073,1.7999084601702755,2.0072373571209035,2.1924445681879985,2.3623876809521844,2.5333917816512366,2.7098000310288284,2.8479039502429666,2.903408340654715,2.9343194128328554,2.9593716485863024,2.9409609149178277,2.914642599722099,2.8740611797886095,2.7801155036526435,2.6870146155246486,2.653327928769926,2.6358587327493614,2.5629949058256436,2.4319889367683247,2.2690823740779797,2.100669825988939,1.9431729957058699,1.8208823121196183,1.7342442819910506,1.634332169937585,1.5311911613271711,1.4396477170858986,1.3317061057812323,1.2267888634062132,1.141852350612238,1.0497617647517623,0.944756688464239,0.8419495174886876,0.7730983706382963,0.7186054966262844,0.6339858484712225,0.5429025025672815,0.46628386407984945,0.40359250647890116,0.33387872993025314,0.2513398535374706,0.17482440670484334,0.08669061766864157,-0.005590316209322536,-0.06260296368123003,-0.08136687343340748,-0.08535416369523183,-0.12526218779130296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.9506173556281526,1.5337420938442143,2.088451230220005,2.5638261374576574,2.868120590432377,2.9641825459158904,2.8835761119775576,2.7116437167723246,2.524563942761893,2.3096181517635235,2.012304546836948,1.6797731901324406,1.4121695765913294,1.2089003242279697,1.0084095875782857,0.8001782775435433,0.6189878722577127,0.5053656349346412,0.45663723433152253,0.44186015984548793,0.42047015586038616,0.35031105817208297,0.2324226395659955,0.07820828248826849,-0.0866879826503268,-0.17848465263027552,-0.18559824411597745,-0.19419276416442202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
